word,1501-1550,1551-1600,1601-1650,1651-1700,mean,in_lila_embeddings,in_lasla,in_operamaiora,transl
desertor,16,48,22,35,30.25,True,True,True,"deserter, one who abandons/forsakes (duty), fugitive, turncoat (L+S), runaway"
uenor,11,46,29,35,30.25,True,True,True,
pharisaeus,9,26,33,52,30.0,False,False,True,Pharisee
praefinio,15,63,25,17,30.0,True,True,True,"fix the range of, determine"
ocella,42,15,48,15,30.0,False,False,False,buttonhole
episcopis,15,23,22,60,30.0,False,False,False,"bishop, patriarch, [~ castrensis => military bishop, ~ chori => choir director]"
prodigus,15,42,41,22,30.0,True,True,True,"wasteful, lavish, prodigal"
sallustius,47,19,27,27,30.0,True,True,True,Sallust
siquidem,9,47,23,40,29.75,True,True,True,"accordingly, if indeed/in fact/it is possible, even supposing, since/in that"
aonius,30,17,56,16,29.75,False,True,False,
titan,7,20,56,36,29.75,False,True,False,
retro,27,51,10,31,29.75,True,True,True,"backwards, back, to the rear, behind, on the back side, back (time), formerly"
promereo,8,43,20,48,29.75,True,True,True,"deserve, merit, deserve well of, earn, gain"
munditia,30,41,25,22,29.5,True,True,True,"cleanness, elegance of appearance, manners or taste"
oreus,32,41,8,37,29.5,False,False,False,
iactantia,25,47,12,34,29.5,True,True,True,To throw
consecratio,15,38,19,46,29.5,True,True,True,"consecration, dedication, making sacred, deification, devoting person to a god"
potae,28,61,20,9,29.5,False,False,False,"drink, drink heavily/convivially, tipple, swallow, absorb, soak up"
extorqueo,13,39,16,50,29.5,True,True,True,"extort, tear away, twist away, twist/wrench out"
laetifico,19,67,17,15,29.5,False,False,True,"fertilize, enrich, make fruitful (land), delight, cheer, gladden, rejoice"
ouilis,31,71,11,5,29.5,False,False,False,
excoctus,25,45,23,24,29.25,False,False,False,"boil, temper (by heat), boil away, dry up, parch"
paedagogus,19,37,17,44,29.25,True,True,True,"slave, who accompanied children to school, pedagogue"
tramis,24,26,23,44,29.25,False,False,False,"warp (weaving), woof, weft, web filling, thin/lank figure, trifles, bagatelles"
fullonis,37,33,27,20,29.25,False,False,False,cloth-fuller
deinceps,12,37,20,48,29.25,True,True,True,"in order/succession/turn, one after/beside another, successively, etc, very next, hereafter, thereafter"
rebello,19,49,15,34,29.25,True,True,True,"rebel, revolt"
quondam,41,19,17,39,29.0,True,True,True,"formerly, once, at one time, some day, hereafter"
dissimulatio,13,44,11,48,29.0,True,True,True,dissimulation dissembling
adhaesero,19,30,35,32,29.0,False,False,False,"adhere, stick, cling/cleave to, hang on, be attached/concerned/involved"
voro,7,18,30,61,29.0,False,False,False,"swallow, devour"
praeiudicium,7,35,21,53,29.0,True,True,True,"judgement, decision, opinion, trial"
phreneticus,17,46,37,16,29.0,True,True,True,"mad, frantic"
fidei,7,22,40,46,28.75,False,False,False,"faith, trust, confidence, Faith, Confidence"
tol,16,56,16,27,28.75,False,False,False,
obsequo,17,46,27,25,28.75,False,False,False,"yield to, humor"
assuetudo,7,24,46,38,28.75,True,True,True,"custom, habit, repeated practice/experience/association, intimacy, intercourse"
consiliis,7,13,37,58,28.75,False,False,False,"plan, decision, council, advice"
proauus,16,36,26,37,28.75,True,True,True,
distringo,27,42,22,24,28.75,True,True,True,"stretch out/apart, detain, distract, pull in different directions"
ebriosus,23,54,12,25,28.5,True,True,True,addicted to drink
strepo,26,23,27,38,28.5,False,True,False,"make a loud noise, shout confusedly, resound"
gemens,17,38,26,33,28.5,False,False,False,"moan, groan, lament (over), grieve that, give out a hollow sound (music, hit)"
illuxit,7,38,18,51,28.5,False,False,False,"illuminate, shine on"
saecularis,32,18,20,44,28.5,False,False,True,"of/belonging to saeculum/century/generation, of Roman century games/hymns"
poëmatum,52,16,16,29,28.25,False,False,False,"poem, composition in verse, poetic piece (even nonmetrical), (pl.) poetry"
columen,10,28,35,40,28.25,False,True,False,"height, peak, summit, zenith, roof, gable, ridge-pole, head, chief, ""keystone"""
superbio,9,27,26,51,28.25,True,True,True,"show pride or disdain on account (of), be proud/haughty, be splendid"
saluber,27,40,30,16,28.25,True,True,True,salutary
segnities,12,44,27,30,28.25,True,True,True,"sloth, sluggishness, inertia, weakness, feebleness, disinclination for action"
impatio,14,34,23,42,28.25,False,False,False,"suffer, endure, permit"
parochia,10,45,10,48,28.25,False,False,True,"parish, ecclesiastical district"
sacerdotalis,13,48,28,23,28.0,False,False,True,"priestly, connected with priests or priesthood"
gaus,14,33,33,32,28.0,False,False,False,
melanterium,32,17,52,11,28.0,False,False,False,
condicio,7,42,56,7,28.0,True,True,True,condition
retorqueo,20,37,13,41,27.75,True,True,True,"twist back, cast back, fling back, turn aside"
uexatio,25,42,13,31,27.75,True,True,True,
contumeliosus,13,60,12,26,27.75,True,True,True,"insulting, outrageous, humiliating, rude, insolent, abusive, reproachful (L+S)"
impatientia,10,38,17,46,27.75,True,True,True,"impatient/intolerant (of), not moved to action by feeling, unbearable"
tusculanus,26,22,30,33,27.75,True,True,True,
antiquis,8,38,22,43,27.75,False,False,False,"ancient, old-time, antique"
obduro,22,31,18,39,27.5,True,True,True,"be hard, persist, endure"
mirer,9,19,29,53,27.5,False,False,False,"marvel at, admire, wonder"
eiusmodi,18,51,16,24,27.25,True,True,True,
natalitia,18,23,39,29,27.25,False,False,False,
assignatio,14,55,31,9,27.25,True,True,True,"distribution/allotment of land, the plot of land granted, allocation (other)"
lacrima,8,14,41,46,27.25,True,True,True,"tear, teardrop, eyewater, eyewater"
praepedio,19,33,27,29,27.0,True,True,True,"shackle, fetter, tie by an extremity, hinder/obstruct/impede, entangle the feet"
inuigilo,32,31,7,38,27.0,True,True,True,
amiantus,26,40,29,13,27.0,False,False,False,"mineral having properties similar to asbestos, chysolite?"
melanteria,35,32,28,13,27.0,False,False,False,
proteruus,19,38,29,22,27.0,True,True,True,
uituperatio,36,47,7,18,27.0,True,True,True,
naenia,49,6,31,22,27.0,False,False,False,
immo,16,52,13,26,26.75,True,True,True,"no indeed (contradiction), on the contrary, more correctly, indeed, nay more"
transmigratio,17,55,13,22,26.75,False,False,False,"removal to another country, emigration, removal/carrying away, captive (Plater)"
furtiuus,17,32,25,32,26.5,True,True,True,
praecaueo,11,61,18,16,26.5,True,True,True,
muno,14,33,30,29,26.5,False,False,False,
eccle,27,42,18,19,26.5,False,False,False,
nemesis,48,11,26,21,26.5,True,True,True,
plango,23,28,33,21,26.25,True,True,True,"strike, beat, bewail, lament for, mourn"
sardonyx,13,12,51,29,26.25,False,True,False,
seposio,8,14,23,60,26.25,False,False,False,
adsurgo,13,23,34,35,26.25,False,False,False,"rise/stand up, rise to one's feet/from bed, climb, lift oneself, grow, soar"
desolo,6,38,18,43,26.25,False,True,False,"forsake/abandon/desert, leave alone/without, empty of people, deprive/rob"
bassa,6,29,39,30,26.0,False,False,False,"low, base, base (Cal), [follis bassus => baseball]"
incestus,31,29,17,27,26.0,True,True,True,"unchaste, unholy, unclean, religiously impure, polluted, defiled, sinful, lewd"
fecunditas,16,57,25,6,26.0,True,True,True,fruitfulness
addito,9,38,27,29,25.75,False,False,False,"add, insert, bring/attach to, say in addition, increase, impart, associate"
inhonestus,20,32,22,29,25.75,True,True,True,"shameful, not regarded with honor/respect, degrading (appearance)"
plausibilis,16,29,33,25,25.75,False,False,False,worthy of applause
ancon,70,13,5,15,25.75,False,False,False,"projecting arm/crosspiece, clamp, bracket, piston rod, drinking vessel, armrest"
stygius,15,21,35,31,25.5,False,True,False,"Stygian, of the river Styx, of the underworld, Stygian, of river Styx, of fountain Styx"
grandia,21,27,23,31,25.5,False,False,False,"full-grown, grown up, large, great, grand, tall, lofty, powerful, aged, old"
ficta,14,9,25,54,25.5,False,False,False,"mold, form, shape, create, invent, produce, imagine, compose, devise, contrive"
prolatio,15,49,13,25,25.5,True,True,True,"postponement, enlargement"
pierides,36,11,39,16,25.5,False,True,False,
mauricius,24,44,21,13,25.5,False,False,False,"Moorish, Mauretanian"
commilito,22,26,21,33,25.5,True,True,True,"fight on same side/in company, be a comrade/companion in arms/battle/war"
effossum,20,18,25,39,25.5,False,False,False,"dig out, excavate, gouge out"
dispensator,18,39,18,27,25.5,True,True,True,"steward, attendant, treasurer, dispenser"
taciturnitas,29,37,14,21,25.25,True,True,True,maintaining silence
praeconia,17,17,45,22,25.25,False,False,False,"of/concerned with the public crier/his office, of/belonging to an auctioneer"
histrio,30,42,11,18,25.25,True,True,True,"actor, performer in pantomime"
caesarum,18,22,29,32,25.25,False,False,False,"cut, hew, cut down, fell, beat"
rapacitas,9,58,10,24,25.25,False,False,False,rapacity
virgi,21,30,28,22,25.25,False,False,False,"virgin, young woman, girl"
delicium,5,7,34,55,25.25,False,False,False,"darling, person one is fond of, pet (animal), delight, source/thing of joy"
uao,9,29,30,33,25.25,False,False,False,
conuicium,34,51,10,6,25.25,True,True,True,
antequam,9,30,20,41,25.0,True,True,True,"before, sooner than, until"
intercessio,21,20,26,33,25.0,True,True,True,"intervention, veto (of a magistrate)"
aluminosae,21,28,25,26,25.0,False,False,False,containing alum
fossilum,30,16,31,23,25.0,False,False,False,
importunitas,5,33,39,23,25.0,True,True,True,"persistent lack of consideration for others, relentlessness"
translucido,18,27,40,14,24.75,False,False,False,transparent
mortifer,25,47,11,16,24.75,True,True,True,"deadly, fatal, death bringing, destructive"
somnis,25,39,14,21,24.75,False,False,False,sleep
umquam,16,23,14,46,24.75,True,True,True,"ever, at any time, sometime"
femineus,5,33,24,37,24.75,True,True,True,"woman's, female, feminine, proper to/typical of a woman, effeminate, cowardly"
traicio,14,47,20,18,24.75,True,True,True,"transfer, transport, pierce, transfix"
rancidus,14,44,24,16,24.5,False,False,False,"rotten, putrid, nauseating"
refrigesco,16,41,15,26,24.5,True,True,True,"grow cold, cool down"
virginum,6,18,40,34,24.5,False,False,False,girl
culter,11,28,16,43,24.5,True,True,True,"knife, pruner edge, spear point, plowshare (L+S)"
exardesco,18,32,14,34,24.5,True,True,True,"flare/blaze up, break out, glow, rage, be provoked, enraged, be exasperated"
denuo,12,18,22,46,24.5,True,True,True,"anew, over again, from a fresh beginning, for a second time, once more, in turn, again, one more time"
facetus,26,34,15,23,24.5,False,True,False,"witty, humorous, clever, adept"
inga,5,35,48,10,24.5,False,False,False,
undique,20,27,17,33,24.25,True,True,True,"from every side, direction, place, part, source, on all/both sides, surfaces, everywhere, completely, allover, from every point of view, in all respects, from all sides, in/from any direction"
pinio,6,49,9,33,24.25,False,False,False,
divis,8,16,47,26,24.25,False,False,False,goddess
postquam,11,26,19,41,24.25,True,True,True,after
macte,11,11,45,30,24.25,False,True,False,"of the Gods, worshiped, honored"
haedus,5,35,24,33,24.25,True,True,True,"kid, young goat, two stars in constellation Auriga (Charioteer), ""The Kid"""
roscius,28,12,24,33,24.25,False,True,False,
uiseo,16,20,23,38,24.25,False,False,False,
fetus,29,29,23,15,24.0,True,True,True,"pregnant/breeding (animal), fertile/fruitful, growing/teeming/abounding/full of"
illustres,6,14,33,43,24.0,False,False,False,"illuminate, light up, give glory, embellish, make clear, elucidate, enlighten"
immeritus,11,21,26,38,24.0,True,True,True,"undeserving, undeserved, unmerited"
socialis,11,20,33,32,24.0,True,True,True,"allied, confederate, of allies, social, in partnership/fellowship, conjugal"
tepidae,19,43,20,14,24.0,False,False,False,"warm, tepid"
conspurco,12,36,19,29,24.0,False,False,False,"befoul, pollute, defile sexually"
quamquam,15,42,18,21,24.0,True,True,True,"though, although, yet, nevertheless, also"
morion,25,38,19,14,24.0,False,False,False,
diuae,5,34,29,28,24.0,False,False,False,
iusiurandum,37,28,25,6,24.0,True,True,True,not yet translated :(oath
opalus,27,9,48,12,24.0,False,False,False,
perfruor,15,43,27,10,23.75,True,True,True,"have full enjoyment of, enjoy"
indignitas,20,46,15,14,23.75,True,True,True,"vileness, baseness, shamelessness, outrageousness, indignity, humiliation"
supergredior,17,44,10,24,23.75,True,True,True,"pass over or beyond, exceed, surpass"
fodium,31,24,16,24,23.75,False,False,False,
reticeo,8,26,9,52,23.75,True,True,True,"keep silent, give no reply, refrain from speaking/mentioning, leave unsaid"
monitio,10,17,22,46,23.75,True,True,True,"admonition, warning, advice"
explicandae,6,34,27,28,23.75,False,False,False,"(1.) unfold, explain (2.) spread out, deploy"
caetus,7,28,44,16,23.75,False,False,False,"meeting, encounter, (political or illegal) assembly, union, band, gang, crowd"
luba,48,19,9,19,23.75,False,False,False,
poesis,14,40,29,11,23.5,False,False,False,"poetry, poem"
veneres,28,15,23,28,23.5,False,False,False,"Venus, Aphrodite (god of love)"
aureolus,10,27,37,20,23.5,True,True,True,"golden, made of gold, gold colored, beautiful, brilliant, excellent, splendid"
angulo,25,30,20,19,23.5,False,False,False,make angular/cornered
nicaea,11,13,25,45,23.5,True,True,True,
fornacum,15,37,17,24,23.25,False,False,False,furnace/oven/kiln
pernocto,12,38,17,26,23.25,True,True,True,"spend the night, occupy the night"
susurro,13,21,26,33,23.25,True,True,True,"mutter, whisper, hum, buzz, murmur"
assum,24,30,16,22,23.0,True,True,True,"roasted, baked, dry (from sunbathing), dry (w/o mortar), w/unaccompanied voice"
tortor,8,33,32,19,23.0,True,True,True,"torture, torment"
flabra,38,12,21,21,23.0,False,False,False,"gusts/blasts of wind (pl.), breezes"
ochras,31,12,36,13,23.0,False,False,False,
aeuus,19,23,22,27,22.75,False,True,False,"eating, taking of food"
unca,7,44,12,28,22.75,False,False,False,"hooked, curved, bent in, crooked, round, barbed"
coram,15,19,14,43,22.75,True,True,True,"in person, face-to-face, in one's presence, before one's eyes, publicly/openly"
pelluco,14,36,29,12,22.75,False,False,False,
gratuitus,9,28,29,24,22.5,True,True,True,"free, gratuitous, without pay, unremunerative"
caldarium,16,50,13,11,22.5,False,False,False,"used/suitable for warming/hot water, warm, for plastering bath walls, by heat"
erga,7,30,15,38,22.5,True,True,True,"(1.) towards, opposite (friendly) (2.) Towards (3.) Towards"
saxonibus,20,48,6,15,22.25,False,False,False,
reconciliatio,16,30,16,27,22.25,True,True,True,"renewal, re-establishment, reconciliation, restoration, reuniting"
lembus,12,26,19,32,22.25,False,True,False,small fast-sailing boat
obiurgo,23,44,11,11,22.25,True,True,True,"(1.) reproach, scold (2.) ban, censor"
pyritus,16,37,22,14,22.25,False,False,False,
anniuersarius,14,37,22,16,22.25,True,True,True,
causidicus,17,29,22,20,22.0,False,True,False,"advocate, barrister, pleader of causes"
deuotus,16,32,29,11,22.0,False,True,False,
potentissimo,5,28,17,37,21.75,False,False,False,"powerful, strong, capable, mighty"
plumbarius,31,32,18,6,21.75,False,False,False,plumber
circumcido,8,24,25,30,21.75,True,True,True,"cut/make incision around, ring, clip, circumcise, cut out, remove, diminish"
nequaquam,9,40,19,19,21.75,True,True,True,(1.) by no means (2.) by no means (3.) by no means
formidolosus,20,44,13,10,21.75,True,True,True,"terrible, scary, dangerous, alarming, formidable, fearful/timorous/frightened"
conseruator,21,52,5,9,21.75,True,True,True,
nuntia,9,17,36,24,21.5,False,False,False,report
uenditor,8,27,11,40,21.5,True,True,True,
rixo,13,28,17,28,21.5,False,False,False,"quarrel violently, brawl, dispute"
quodammodo,11,35,28,12,21.5,True,True,True,"in a certain way, in a certain measure"
indignor,14,38,13,21,21.5,True,True,True,"deem unworthy, scorn, regard with indignation, resent, be indignant"
aurarius,52,17,12,5,21.5,False,False,False,"concerned with/used for gold, golden, gold"
mele,10,37,17,22,21.5,False,False,False,"song, tune, air, strain, lay, melody, hymn"
adaperio,26,34,10,16,21.5,True,True,True,"throw open, open wide, unroll (scroll), open (book), uncover, reveal, open up"
resigno,8,32,18,28,21.5,True,True,True,"unseal, open, resign"
boo,10,29,11,35,21.25,False,False,False,"cry aloud, roar, bellow, call loudly upon"
sandyx,26,17,34,8,21.25,False,False,False,"red dye (from oxides of lead and iron), scarlet cloth"
contrapono,12,39,11,23,21.25,False,False,True,"put/place/set/station against/opposite, place in opposition"
turingia,40,25,8,12,21.25,False,False,False,
